,titulo,empresa,presencialidad,jornada,experiencia,tipo_contrato,beneficios,salario_min,salario_max,localidad,provincia,comunidad,pais,categoria_empleo
3506,developer,Page Personnel,no especificado,jornada completa,3.0,indefinido,False,48000.0,72000.0,,,,España,programador
3507,data engineer,Hays,no especificado,jornada completa,3.0,temporal,False,,,Barcelona,Barcelona,Cataluña,España,data driven
3508,system engineer,Michael Page,hibrido,jornada completa,3.0,indefinido,False,33000.0,39000.0,,,,España,otros
3509,project manager,Page Personnel,hibrido,jornada completa,3.0,indefinido,False,39000.0,48000.0,,,,España,administracion
3510,developer,Michael Page,no especificado,jornada completa,3.0,indefinido,False,30000.0,39000.0,Zaragoza,Zaragoza,Aragón,España,programador
3511,network engineer,Page Personnel,hibrido,jornada completa,3.0,indefinido,False,36000.0,60000.0,,,,España,sistemas
3512,programmer,acm innovacion y personas,hibrido,jornada completa,1.0,indefinido,False,33000.0,36000.0,Valencia,Valencia,Comunidad Valenciana,España,programador
3513,qa manual junior,Page Personnel,hibrido,jornada completa,1.0,indefinido,False,18000.0,24000.0,,,,España,otros
3514,consultant,Michael Page,no especificado,jornada completa,2.0,indefinido,False,,,,,,España,otros
3515,consultant,Page Personnel,no especificado,jornada completa,2.0,indefinido,False,24000.0,45000.0,,,,España,otros
3516,programmer,Michael Page,hibrido,jornada completa,3.0,indefinido,False,33000.0,45000.0,,,,España,programador
3517,systems technician,Page Personnel,hibrido,jornada completa,2.0,indefinido,False,24000.0,36000.0,,,,España,sistemas
3518,sales engineer junior,Michael Page,no especificado,jornada completa,2.0,indefinido,False,30000.0,36000.0,Zaragoza,Zaragoza,Aragón,España,otros
3519,it technician,the whiteam,no especificado,jornada completa,1.0,indefinido,False,,,,,,España,sistemas
3520,atencion al cliente helpdesk,tpc soft,presencial,jornada completa,2.0,indefinido,False,21000.0,24000.0,,,,España,otros
3521,it technician,alcorce telecomunicaciones,no especificado,jornada completa,3.0,indefinido,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
3522,fullstack,exadel,remoto,jornada completa,5.0,indefinido,False,,,,,,España,programador
3523,developer,Alten ,no especificado,jornada completa,2.0,indefinido,False,,,,,,España,programador
3524,especialista en respuesta a incidentes,Michael Page,hibrido,jornada completa,3.0,indefinido,False,45000.0,54000.0,,,,España,otros
3525,product owner e-commerce,Page Personnel,hibrido,jornada completa,3.0,indefinido,False,,,Barcelona,Barcelona,Cataluña,España,otros
3526,consultant,Michael Page,hibrido,jornada completa,3.0,indefinido,True,,,Barcelona,Barcelona,Cataluña,España,otros
3527,global talent internship program 2024,GVM,hibrido,jornada completa,,practicas,False,,,,,,España,otros
3528,developer,Page Personnel,hibrido,jornada completa,3.0,indefinido,False,45000.0,60000.0,Barcelona,Barcelona,Cataluña,España,programador
3529,developer,Page Personnel,no especificado,jornada completa,5.0,indefinido,False,39000.0,60000.0,,,,España,programador
3530,developer,Michael Page,remoto,jornada completa,3.0,indefinido,False,39000.0,60000.0,,,,España,programador
3531,programmer,laberit,presencial,jornada completa,1.0,indefinido,True,16000.0,21000.0,Valencia,Valencia,Comunidad Valenciana,España,programador
3532,data scientist,Michael Page,hibrido,jornada completa,2.0,indefinido,True,,,,,,España,data driven
3533,project manager,Hays,no especificado,jornada completa,5.0,indefinido,False,,,Barcelona,Barcelona,Cataluña,España,administracion
3534,ingeniero/a industrializacion,Michael Page,no especificado,jornada completa,3.0,indefinido,False,30000.0,36000.0,Zaragoza,Zaragoza,Aragón,España,otros
3535,software engineer,Michael Page,hibrido,jornada completa,3.0,indefinido,False,39000.0,72000.0,,,,España,programador
3536,project manager,Michael Page,no especificado,jornada completa,3.0,indefinido,False,,,,,,España,administracion
3537,software architect,GVM,hibrido,jornada completa,3.0,indefinido,False,,,,,,España,programador
3538,experto en redes y comunicacion,Hays,no especificado,jornada completa,3.0,indefinido,False,,,,,,España,otros
3539,it engineer,Page Personnel,no especificado,jornada completa,3.0,indefinido,False,33000.0,42000.0,Barcelona,Barcelona,Cataluña,España,sistemas
3540,cybersecurity,GVM,hibrido,jornada completa,5.0,indefinido,False,,,,,,España,ciberseguridad
3541,developer,Page Personnel,hibrido,jornada completa,2.0,indefinido,False,36000.0,42000.0,,,,España,programador
3542,arquitecto data,Michael Page,hibrido,jornada completa,2.0,indefinido,False,45000.0,74000.0,,,,España,otros
3543,responsable marketing y comunicacion,Michael Page,no especificado,jornada completa,3.0,indefinido,False,,,,,,España,otros
3544,responsable implementacion sap s4/hana,Michael Page,hibrido,jornada completa,5.0,indefinido,False,,,,,,España,otros
3545,software engineer,GVM,no especificado,jornada completa,,practicas,False,,,Linares,Jaén,Andalucía,España,programador
3546,identity and access management expert,Michael Page,no especificado,jornada completa,5.0,indefinido,False,60000.0,74000.0,,,,España,otros
3547,developer,Krell Consulting,presencial,jornada completa,3.0,indefinido,False,42000.0,45000.0,Madrid,Madrid,Comunidad de Madrid,España,programador
3548,developer,Hays,hibrido,jornada completa,5.0,indefinido,False,45000.0,54000.0,Valencia,Valencia,Comunidad Valenciana,España,programador
3549,project manager,Michael Page,hibrido,jornada completa,5.0,indefinido,False,,,Madrid,Madrid,Comunidad de Madrid,España,administracion
3550,software engineer,Page Personnel,hibrido,jornada completa,5.0,indefinido,False,48000.0,72000.0,,,,España,programador
3551,product owner,Michael Page,hibrido,jornada completa,3.0,indefinido,False,39000.0,48000.0,,,,España,otros
3552,renault - sw code dev/integration,Hays,hibrido,jornada completa,3.0,indefinido,True,,,,,,España,otros
3553,planner creativo/a,Page Personnel,no especificado,jornada completa,3.0,indefinido,False,30000.0,36000.0,Barcelona,Barcelona,Cataluña,España,otros
3554,data engineer,Michael Page,hibrido,jornada completa,3.0,indefinido,False,33000.0,45000.0,Barcelona,Barcelona,Cataluña,España,data driven
3555,consultant,Michael Page,hibrido,jornada completa,3.0,indefinido,False,33000.0,45000.0,Bilbao,Vizcaya,País Vasco,España,otros
3556,support technician,Michael Page,no especificado,jornada completa,1.0,indefinido,False,16000.0,21000.0,,,Galicia,España,sistemas
3557,experto junior en procesos it,Hays,hibrido,jornada completa,2.0,indefinido,False,,,Pamplona,Navarra,Navarra,España,otros
3558,project manager,Michael Page,no especificado,jornada completa,1.0,indefinido,False,,,,,,España,administracion
3559,consultant,Page Personnel,hibrido,jornada completa,3.0,indefinido,True,,,Barcelona,Barcelona,Cataluña,España,otros
3560,project manager,Michael Page,no especificado,jornada completa,3.0,indefinido,False,,,,,,España,administracion
3561,data scientist,Michael Page,remoto,jornada completa,5.0,indefinido,False,,,Barcelona,Barcelona,Cataluña,España,data driven
3562,developer,Page Personnel,hibrido,jornada completa,2.0,indefinido,False,33000.0,42000.0,Getafe,Madrid,Comunidad de Madrid,España,programador
3563,software engineer,Page Personnel,no especificado,jornada completa,3.0,indefinido,False,48000.0,60000.0,Barcelona,Barcelona,Cataluña,España,programador
3564,id engineer,Page Personnel,no especificado,jornada completa,1.0,indefinido,True,27000.0,30000.0,Madrid,Madrid,Comunidad de Madrid,España,programador
3565,consultant,Michael Page,hibrido,jornada completa,3.0,indefinido,False,39000.0,54000.0,,,,España,otros
3566,fullstack,Page Personnel,no especificado,jornada completa,2.0,indefinido,False,33000.0,42000.0,,,,España,programador
3567,fullstack,Michael Page,no especificado,jornada completa,1.0,indefinido,False,24000.0,33000.0,Huesca,Huesca,Aragón,España,programador
3568,systems administrator,Page Personnel,hibrido,jornada completa,3.0,indefinido,False,45000.0,54000.0,,,,España,sistemas
3569,project manager,Michael Page,hibrido,jornada completa,3.0,indefinido,False,39000.0,48000.0,,,,España,administracion
3570,data engineer,Page Personnel,no especificado,jornada completa,3.0,indefinido,False,48000.0,72000.0,,,,España,data driven
3571,consultant,Michael Page,no especificado,jornada completa,3.0,indefinido,False,,,Bilbao,Vizcaya,País Vasco,España,otros
3572,ingeniero de proyectos de electronica,Michael Page,no especificado,jornada completa,3.0,indefinido,False,,,,,,España,otros
3573,consultant,Hays,presencial,jornada completa,3.0,temporal,False,,,Barcelona,Barcelona,Cataluña,España,otros
3574,data scientist,Page Personnel,no especificado,jornada completa,3.0,indefinido,False,33000.0,39000.0,,,,España,data driven
3575,director/a de it h/m,Michael Page,no especificado,jornada completa,3.0,indefinido,False,,,,Gipuzkoa,País Vasco,España,otros
3576,qa engineer,Page Personnel,remoto,jornada completa,2.0,indefinido,False,39000.0,48000.0,,,,España,administracion
3577,developer,Michael Page,hibrido,jornada completa,2.0,indefinido,False,24000.0,48000.0,,,,España,programador
3578,developer,Page Personnel,no especificado,jornada completa,5.0,indefinido,False,33000.0,45000.0,Girona,Girona,Cataluña,España,programador
3579,developer,Page Personnel,remoto,jornada completa,2.0,temporal,True,33000.0,39000.0,Barcelona,Barcelona,Cataluña,España,programador
3580,frontend engineer react,Page Personnel,remoto,jornada completa,3.0,indefinido,False,48000.0,74000.0,,,,España,otros
3581,developer,Page Personnel,no especificado,jornada completa,2.0,indefinido,False,36000.0,36000.0,Madrid,Madrid,Comunidad de Madrid,España,programador
3582,developer,Page Personnel,no especificado,jornada completa,2.0,indefinido,False,27000.0,30000.0,,,,España,programador
3583,developer,Page Personnel,hibrido,jornada completa,3.0,indefinido,False,30000.0,36000.0,Barcelona,Barcelona,Cataluña,España,programador
3584,programmer,Page Personnel,no especificado,jornada completa,5.0,indefinido,False,33000.0,36000.0,Terrassa,Barcelona,Cataluña,España,programador
3585,developer,Page Personnel,no especificado,jornada completa,2.0,indefinido,False,21000.0,27000.0,,,,España,programador
3586,developer,Page Personnel,no especificado,jornada completa,3.0,indefinido,False,30000.0,39000.0,,,,España,programador
3587,analyst,Page Personnel,no especificado,jornada completa,3.0,indefinido,True,45000.0,60000.0,,,,España,data driven
3588,project manager,Page Personnel,hibrido,jornada completa,3.0,indefinido,False,39000.0,48000.0,Barcelona,Barcelona,Cataluña,España,administracion
3589,developer,Page Personnel,no especificado,jornada completa,2.0,indefinido,False,36000.0,45000.0,,,,España,programador
3590,devops engineer,Page Personnel,remoto,jornada completa,3.0,indefinido,False,33000.0,45000.0,,,,España,data driven
3591,e-powertrain embedded sw engineer,Page Personnel,hibrido,jornada completa,3.0,indefinido,False,48000.0,54000.0,,,,España,otros
3592,qa engineer,Michael Page,remoto,jornada completa,2.0,indefinido,False,39000.0,48000.0,,,,España,administracion
3593,it specialist,Page Personnel,no especificado,jornada completa,3.0,indefinido,False,,,,,,España,sistemas
3594,developer,Page Personnel,no especificado,jornada completa,3.0,indefinido,False,39000.0,48000.0,Barcelona,Barcelona,Cataluña,España,programador
3595,fullstack,Page Personnel,hibrido,jornada completa,3.0,indefinido,False,48000.0,76000.0,,,,España,programador
3596,devops engineer,Page Personnel,hibrido,jornada completa,3.0,indefinido,False,48000.0,60000.0,,,,España,data driven
3597,ground segment senior system engineer,GVM,hibrido,jornada completa,2.0,indefinido,False,,,,,,España,otros
3598,space ground segment system architect,GVM,hibrido,jornada completa,2.0,indefinido,False,,,,,,España,otros
3599,systems administrator,alcorce telecomunicaciones,no especificado,jornada completa,2.0,indefinido,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
3600,programmer,Michael Page,hibrido,jornada completa,3.0,indefinido,True,36000.0,42000.0,Alicante (Alacant),Alicante,Comunidad Valenciana,España,programador
3601,cybersecurity,Michael Page,hibrido,jornada completa,3.0,indefinido,False,39000.0,54000.0,,Vizcaya,País Vasco,España,ciberseguridad
3602,renault - lider ingenieria sistema ad,Hays,no especificado,jornada completa,1.0,indefinido,False,,,Valladolid,Valladolid,Castilla y León,España,otros
3603,software engineer,Michael Page,hibrido,jornada completa,3.0,indefinido,False,,,Bilbao,Vizcaya,País Vasco,España,programador
3604,systems engineer,Page Personnel,hibrido,jornada completa,3.0,indefinido,False,39000.0,48000.0,,,,España,sistemas
3605,devops engineer,Michael Page,hibrido,jornada completa,3.0,indefinido,False,48000.0,72000.0,,,,España,data driven
3606,renault - nft cyberseguridad,Hays,no especificado,jornada completa,1.0,indefinido,False,,,Valladolid,Valladolid,Castilla y León,España,otros
3607,renault - liv conectividad,Hays,no especificado,jornada completa,1.0,indefinido,False,,,Valladolid,Valladolid,Castilla y León,España,otros
3608,ios engineer - international fintech,Page Personnel,hibrido,jornada completa,3.0,indefinido,False,45000.0,54000.0,Barcelona,Barcelona,Cataluña,España,otros
3609,responsable de automatizacion,Michael Page,no especificado,jornada completa,3.0,indefinido,False,,,Valencia,Valencia,Comunidad Valenciana,España,otros
3610,project manager,Michael Page,no especificado,jornada completa,5.0,indefinido,False,39000.0,42000.0,Hernani,Gipuzkoa,País Vasco,España,administracion
3611,consultant,Michael Page,no especificado,jornada completa,5.0,indefinido,False,,,,,,España,otros
3612,network technician,alcorce telecomunicaciones,no especificado,jornada completa,3.0,indefinido,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
3613,tecnico/a de networking lan remoto,alcorce telecomunicaciones,remoto,jornada completa,3.0,indefinido,False,,,,,,España,otros
3614,tecnico/a senior de seguridad perimetral,grupo sia,no especificado,jornada completa,2.0,indefinido,True,,,,,,Portugal,otros
3615,network engineer,alcorce telecomunicaciones,no especificado,jornada completa,3.0,indefinido,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
3616,qa engineer,bcnc group,remoto,jornada completa,3.0,indefinido,False,45000.0,54000.0,,,,Alemania,administracion
3617,programmer,grupo digital,remoto,jornada completa,3.0,indefinido,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
3618,project manager,Page Personnel,no especificado,jornada completa,3.0,indefinido,False,30000.0,36000.0,,,,España,administracion
3619,project manager,Michael Page,no especificado,jornada completa,2.0,indefinido,False,33000.0,36000.0,Valencia,Valencia,Comunidad Valenciana,España,administracion
3620,software engineer,Michael Page,hibrido,jornada completa,2.0,indefinido,False,30000.0,33000.0,Alicante (Alacant),Alicante,Comunidad Valenciana,España,programador
3621,product owner jr - hibrido,Michael Page,hibrido,jornada completa,3.0,indefinido,True,36000.0,45000.0,Barcelona,Barcelona,Cataluña,España,otros
3622,fullstack,Page Personnel,hibrido,jornada completa,3.0,indefinido,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
3623,project manager,Michael Page,no especificado,jornada completa,3.0,indefinido,False,,,Bilbao,Vizcaya,País Vasco,España,administracion
3624,lider de ensayos ingenieria h/m,Hays,no especificado,jornada completa,3.0,indefinido,False,,,,,,España,otros
